image,caption
COCO_train2014_000000194738.jpg,"A fat , bald man is happily surprised by a tiny fruit pancake ."
COCO_train2014_000000194738.jpg,"Guy acting surprised as the waitress places a food item on his plate"
COCO_train2014_000000137733.jpg,"a pink flower with green leaves on a table"
COCO_train2014_000000137733.jpg,"Single pink rose displayed in glass bowl next to wall ."
COCO_train2014_000000137733.jpg,"A rose that is sitting in a vase ."
COCO_train2014_000000137733.jpg,"A pink rose sitting on top of a table ."
COCO_train2014_000000137733.jpg,"A rose in a bowl with a couple of leaves as a decoration ."
COCO_train2014_000000536392.jpg,"A corner of a rest room with a big mirror ."
COCO_train2014_000000536392.jpg,"A white bathroom sink sitting under a bathroom mirror ."
COCO_train2014_000000536392.jpg,"a big mirrior in a bath room with a sink and counter"
COCO_train2014_000000536392.jpg,"A restroom sink and the reflection of the shower ."
COCO_train2014_000000536392.jpg,"A sink in a room with a big mirror above the sink"
COCO_train2014_000000315415.jpg,"A woman standing outside of a building looking at her phone ."
COCO_train2014_000000315415.jpg,"A woman with brown boots and cap stands on an entrance"
COCO_train2014_000000315415.jpg,"A woman in a cap and knee high boots stands on steps as she looks at a phone ."
COCO_train2014_000000315415.jpg,"A woman standing at the top of steps in front of a door ."
COCO_train2014_000000315415.jpg,"A woman standing on the steps using her phone"
COCO_train2014_000000295952.jpg,"Two giraffe laying on a lush green field ."
COCO_train2014_000000295952.jpg,"two giraffes laying in the grass next to some rocks"
COCO_train2014_000000295952.jpg,"A couple of giraffes lieing down on the ground in their pen ."
COCO_train2014_000000295952.jpg,"Two giraffes are sitting on the grass near rocks ."
COCO_train2014_000000295952.jpg,"two giraffes are laying down in a park like setting ."
COCO_train2014_000000464030.jpg,"The man in yellow is trying to hit the tennis ball ."
COCO_train2014_000000464030.jpg,"Tennis player and white shorts and yellow shirt swinging his racket ."
COCO_train2014_000000464030.jpg,"A man standing on a tennis court holding a tennis racquet ."
COCO_train2014_000000464030.jpg,"A man is stretching his arm out to hit a tennis ball ."
COCO_train2014_000000464030.jpg,"A tennis player stretches to reach the ball ."
COCO_train2014_000000063573.jpg,"A small tiled bathroom with white fixtures"
COCO_train2014_000000063573.jpg,"The small bathroom has a shower made of glass ."
COCO_train2014_000000063573.jpg,"There is a small bathroom in beige and white colors and two toilets ."
COCO_train2014_000000063573.jpg,"A toilet and a bidet are in a beige tiled bathroom with a shower stall ."
COCO_train2014_000000063573.jpg,"AN IAMGE OF A BATHROOM WITH A TOILET AND A SHOWER"
COCO_train2014_000000340602.jpg,"A man who is performing a trick on a snowboard ."
COCO_train2014_000000340602.jpg,"a man doing a jump with his snowboard on a rail"
COCO_train2014_000000340602.jpg,"A snowboarder going on a rail in the snow"
COCO_train2014_000000340602.jpg,"A snowboarder rides a bench set up in the snow"
COCO_train2014_000000340602.jpg,"A young man is snow skating on a piece of metal ."
COCO_train2014_000000229052.jpg,"A dress shirt and jacket with a blue and pink dotted tie ."
COCO_train2014_000000229052.jpg,"A suit and tie hangs on a cabinet knob ."
COCO_train2014_000000229052.jpg,"The pink shirt , black jacket , and pink and blue tie are all hanging up ."
COCO_train2014_000000229052.jpg,"a suit coat shirt and tie hanging on hooks"
COCO_train2014_000000229052.jpg,"Some dress shirt along with a tie and a suit hanged on a door knob ."
COCO_train2014_000000513944.jpg,"A large stuffed teddy bear is holding a white one ."
COCO_train2014_000000513944.jpg,"The stuffed bear has a small stuffed lamb in it 's lap ."
COCO_train2014_000000513944.jpg,"The teddy bear has a sheep to sleep with ."
COCO_train2014_000000513944.jpg,"Two teddy bears sitting on a table top"
COCO_train2014_000000513944.jpg,"Small stuffed toy rests on leg of teddy bear ."
COCO_train2014_000000517182.jpg,"a pair of scissors sitting on a car seat"
COCO_train2014_000000517182.jpg,"A pair of scissors laying on a blue surface ."
COCO_train2014_000000517182.jpg,"Scissors are laying next to an opened pack of AA batteries ."
COCO_train2014_000000517182.jpg,"a pair of sissors that are on a blanket"
COCO_train2014_000000517182.jpg,"Scissors are used to open the package on the couch"
COCO_train2014_000000180402.jpg,"A zebra standing with a baby zebra pressing against it ."
COCO_train2014_000000180402.jpg,"A baby zebra sanding next to an adult zebra in a fenced in enclosure ."
COCO_train2014_000000180402.jpg,"A mother zebra standing next to a baby zebra on a field ."
COCO_train2014_000000180402.jpg,"Black and white photograph of two zebra in dirt field ."
COCO_train2014_000000180402.jpg,"a close up of a large and a small zebra"
COCO_train2014_000000181343.jpg,"A man standing in street with a cell phone and crowd of people behind him ."
COCO_train2014_000000181343.jpg,"a person wearing glasses with a cellphone in their hand ."
COCO_train2014_000000181343.jpg,"A man with a suit jacket holding a cellphone ."
COCO_train2014_000000181343.jpg,"A man is standing in the middle of the street holding his cell phone ."
COCO_train2014_000000181343.jpg,"A man in a dark-colored cardigan clutching a cell phone"
COCO_train2014_000000098290.jpg,"A flock of sheep disrupt traffic on a city street ."
COCO_train2014_000000098290.jpg,"A herd of sheep blocking a parking lot ."
COCO_train2014_000000098290.jpg,"A large flock of sheep standing in a street"
COCO_train2014_000000098290.jpg,"A herd of goats standing on a public street ."
COCO_train2014_000000098290.jpg,"A herd of sheep walking down a city road ."
COCO_train2014_000000422603.jpg,"A man in white shirt doing a trick on a skateboard ."
COCO_train2014_000000422603.jpg,"A person on a skateboard doing tricks on the cement"
COCO_train2014_000000422603.jpg,"The man is riding down the ramp on his skateboard ."
COCO_train2014_000000422603.jpg,"A man skateboarding on skateboards on gray pavement"
COCO_train2014_000000422603.jpg,"A man doing a jumping trick on a skateboard with three other skateboards stacked up behind him ."
COCO_train2014_000000534662.jpg,"A baseball player holding a bat during a game ."
COCO_train2014_000000534662.jpg,"A baseball player preparing to run after hitting the ball ."
COCO_train2014_000000534662.jpg,"Baseball batter moving toward 1st after swing ."
COCO_train2014_000000534662.jpg,"A baseball game in progress with the batter about to run ."
COCO_train2014_000000534662.jpg,"THERE IS A BASE BALL GAME THAT IS GOING ON"
COCO_train2014_000000540342.jpg,"A bowl of food which is for a little child ."
COCO_train2014_000000540342.jpg,"One bowl is full of fruit and the other meat and vegetables ."
COCO_train2014_000000540342.jpg,"a couple of bowls that have some fruit inside of them"
COCO_train2014_000000540342.jpg,"One bowl has fruit as another is filled with chicken and vegetables ."
COCO_train2014_000000540342.jpg,"An open lunch box containing chicken and fresh fruits and vegetables ."
COCO_train2014_000000549691.jpg,"A place with several materials that is comfortable ."
COCO_train2014_000000549691.jpg,"A display of different wines in many wine glasses ."
COCO_train2014_000000549691.jpg,"Several glasses of wine are seen on this table ."
COCO_train2014_000000549691.jpg,"a table with a variety of wine on the top in glasses"
COCO_train2014_000000549691.jpg,"Two glasses of white wine and six of red laid out for a wine tasting ."
COCO_train2014_000000035948.jpg,"A woman standing on a tennis court holding a tennis racquet ."
COCO_train2014_000000035948.jpg,"A woman holding a tennis ball and tennis racquet in her hand ."
COCO_train2014_000000035948.jpg,"A woman holds a tennis ball and tennis racquet ."
COCO_train2014_000000035948.jpg,"A woman is in position to hit a tennis ball ."
COCO_train2014_000000035948.jpg,"A woman looks up as she gets ready to serve a tennis ball"
COCO_train2014_000000411509.jpg,"a brown and white bull some grass and hills and a rock"
COCO_train2014_000000411509.jpg,"A cow with horns in a beautiful green valley with cloudy skies above it ."
COCO_train2014_000000411509.jpg,"A horned cow in a mountain meadow eating grass"
COCO_train2014_000000411509.jpg,"The abstract photograph is making the cow look funny ."
COCO_train2014_000000411509.jpg,"An adorable cow stands on green grass between two hills ."
COCO_train2014_000000073857.jpg,"a woman lies on the snow with some skis"
COCO_train2014_000000073857.jpg,"A woman laying on top of skis in the snow ."
COCO_train2014_000000073857.jpg,"A woman laying on a snowboard with her jacket open ."
COCO_train2014_000000073857.jpg,"A very attractive female skier laying in the snow in front of some mountains ."
COCO_train2014_000000073857.jpg,"A woman lying on snow with skiing gear"
COCO_train2014_000000315339.jpg,"A woman standing on a tennis court holding a racquet ."
COCO_train2014_000000315339.jpg,"A women about to serve a tennis ball ."
COCO_train2014_000000315339.jpg,"a woman is going to serve at a tennis match"
COCO_train2014_000000315339.jpg,"A tennis player is getting ready to serve the ball ."
COCO_train2014_000000315339.jpg,"A female professional tennis player dressed in purple ."
COCO_train2014_000000078861.jpg,"A person standing on a lush green field watching a kite fly ."
COCO_train2014_000000078861.jpg,"A person standing and a kite up in the air ."
COCO_train2014_000000078861.jpg,"A person that is standing in the grass with a kite ."
COCO_train2014_000000078861.jpg,"A person flies a kite in an open field and two shadows on the ground"
COCO_train2014_000000078861.jpg,"A person is flying a kite in a field ."
COCO_train2014_000000207391.jpg,"a lady is sitting on a suitcase with a dog next to her"
COCO_train2014_000000207391.jpg,"a woman sitting on top of a red suitcase , next to a small dog and green suitcase at a train station"
COCO_train2014_000000207391.jpg,"Woman with small dog and luggage waiting for something ."
COCO_train2014_000000207391.jpg,"a woman sitting on a suitcase with a little dog looking at her"
COCO_train2014_000000207391.jpg,"Woman sitting on suitcase with small dog at depot ."
COCO_train2014_000000473746.jpg,"A skateboarder does an aerial trick at night ."
COCO_train2014_000000473746.jpg,"A man flying through the air while riding a skateboard ."
COCO_train2014_000000473746.jpg,"Someone doing a trick in the air on their skate board with lights shining"
COCO_train2014_000000473746.jpg,"a man that is jumping a skateboard over some lights"
COCO_train2014_000000473746.jpg,"Man is hanging ten off of a skate ramp"
COCO_train2014_000000385903.jpg,"A yellow and blue train traveling down train track ."
COCO_train2014_000000385903.jpg,"A train is coming into the train station"
COCO_train2014_000000385903.jpg,"Blue and yellow train passing by a wooded area ."
COCO_train2014_000000385903.jpg,"A train moves down a track at a switching point ."
COCO_train2014_000000385903.jpg,"A modern electric commuter train on the tracks"
COCO_train2014_000000238255.jpg,"Boy crouched on skateboard in air near top of paved basin ."
COCO_train2014_000000238255.jpg,"a person watches as a kid on a skateboard performs a stunt"
COCO_train2014_000000238255.jpg,"a skateboarder in a green shirt is doing a trick"
COCO_train2014_000000238255.jpg,"A kid on a skateboard on a ramp ."
COCO_train2014_000000238255.jpg,"A young child does skateboard tricks on a ramp ."
COCO_train2014_000000174952.jpg,"A boy is doing tricks on a skateboard ."
COCO_train2014_000000174952.jpg,"A young man is jumping in the air from his skateboard ."
COCO_train2014_000000174952.jpg,"A person jumping in the air with a skateboard ."
COCO_train2014_000000174952.jpg,"A person using a skateboard on the tar ."
COCO_train2014_000000174952.jpg,"a shirtless male skateboarder is doing a trick"
COCO_train2014_000000256953.jpg,"A large tall tower with a clock on the top ."
COCO_train2014_000000256953.jpg,"A brown and tan brick clock tower with a large doorway ."
COCO_train2014_000000256953.jpg,"A tall tower that also has a clock on it ."
COCO_train2014_000000256953.jpg,"The large detailed cathedral has a clock on it ."
COCO_train2014_000000256953.jpg,"A very large clock tower with a massive clock on it 's face ."
COCO_train2014_000000380304.jpg,"The strangely shaped building fits perfectly on the cramped street corner ."
COCO_train2014_000000380304.jpg,"A tall building sitting next to a power pole under a cloudy blue sky ."
COCO_train2014_000000380304.jpg,"An awkward shaped house sitting on a curved corner of a street ."
COCO_train2014_000000380304.jpg,"A large building looks distant in this shot ."
COCO_train2014_000000380304.jpg,"An old building stands on the corner of a quiet street ."
COCO_train2014_000000366109.jpg,"A man sharpening a scissors at a grinder ."
COCO_train2014_000000366109.jpg,"A man is sharpening a pair of scissors in a machine ."
COCO_train2014_000000366109.jpg,"Working man sharpening scissors with electric circular sharpener ."
COCO_train2014_000000366109.jpg,"A man wearing an apron working on a machine ."
COCO_train2014_000000366109.jpg,"In front of a blurred back area with foot traffic , an older man with glasses , cap , and apron , is working a machine with a turning wheel on it ."
COCO_train2014_000000540633.jpg,"A glass cake plate with a double layer cake on top of it ."
COCO_train2014_000000540633.jpg,"A buffet with jams , silverware in glasses and a plate with a half eaten cake ."
COCO_train2014_000000540633.jpg,"A cake with powdered sugar half gone and jars of silverware behind it ."
COCO_train2014_000000540633.jpg,"A cake sits half cut on a cake plate"
COCO_train2014_000000540633.jpg,"This cake is sitting on a cake plate near several jars ."
COCO_train2014_000000400298.jpg,"a couple are sitting on a bench at the beach ."
COCO_train2014_000000400298.jpg,"two people sitting on a bench near a beach"
COCO_train2014_000000400298.jpg,"A few people are doing something at this point that is darting ."
COCO_train2014_000000400298.jpg,"A man that is sitting next to a woman on a bench ."
COCO_train2014_000000400298.jpg,"A couple sits on a bench at the beach and looks out at the water ."
COCO_train2014_000000415602.jpg,"A double sink lavatory with black marble counter top ."
COCO_train2014_000000415602.jpg,"A double faucet sink made of black marble"
COCO_train2014_000000415602.jpg,"A double vanity with no touch faucets set into a black countertop ."
COCO_train2014_000000415602.jpg,"A BATHROOM WITH DUAL SINKS AND A MIRROR AND FLOWERS"
COCO_train2014_000000415602.jpg,"A black bathroom with double sinks and a flower vase ."
COCO_train2014_000000065080.jpg,"One of the bench boards is curled up like a piece of art ."
COCO_train2014_000000065080.jpg,"A white wooden bench with a large white @ symbol on top of it ."
COCO_train2014_000000065080.jpg,"A white slat bench bolted to tiled sidewalk , with the bench 's middle seat slat spiral curled up to one end , with brick road and residential buildings in background ."
COCO_train2014_000000065080.jpg,"a bench with a wooden design sitting on top"
COCO_train2014_000000065080.jpg,"A white bench with a symbol on it sitting in front of a building ."
COCO_train2014_000000198240.jpg,"Child enjoys fistfuls of cake during a picnic"
COCO_train2014_000000198240.jpg,"A young toddler that is outside eating cake ."
COCO_train2014_000000198240.jpg,"a little boy in a chair eating a cake"
COCO_train2014_000000198240.jpg,"The little boy is eating his first birthday piece of cake ."
COCO_train2014_000000198240.jpg,"A baby in a blue and yellow high chair eats some cake with his hands ."
COCO_train2014_000000298380.jpg,"a man in a helmet riding a snowboard"
COCO_train2014_000000298380.jpg,"A man that is on ski 's standing in the snow ."
COCO_train2014_000000298380.jpg,"a person riding a snow board on a snowy surface"
COCO_train2014_000000298380.jpg,"A man with a backpack , heavy jacket , and helmet is getting ready to ride a sled down a hill of snow ."
COCO_train2014_000000298380.jpg,"A person snowboarding in a totally white landscape"
COCO_train2014_000000506599.jpg,"A couple of people riding on top of a ski lift ."
COCO_train2014_000000506599.jpg,"Two people sitting on a ski lift , one posing for the camera while wearing a colorful hat ."
COCO_train2014_000000506599.jpg,"A skiier and a snowboarders are riding a ski lift ."
COCO_train2014_000000506599.jpg,"A person with skis on riding a ski lift ."
COCO_train2014_000000506599.jpg,"Two people are riding in the ski lift wearing a snowboard and skis ."
COCO_train2014_000000200794.jpg,"A stack of pairs of white scissors sitting on top of a table ."
COCO_train2014_000000200794.jpg,"Specialized pair of scissors with 8 blades , probably for making confetti ."
COCO_train2014_000000200794.jpg,"There are several pairs of scissors on the table ."
COCO_train2014_000000200794.jpg,"Several white scissors sit stacked upon one another ."
COCO_train2014_000000200794.jpg,"A pair of scissors with a white handle and five blades ."
COCO_train2014_000000153235.jpg,"A airplane with propellers that is in the sky ."
COCO_train2014_000000153235.jpg,"Old bomber flying over vast big mountainous landscape"
COCO_train2014_000000153235.jpg,"A large propeller plane flying over a snow covered mountain ."
COCO_train2014_000000153235.jpg,"a large plane is flying above some mountains"
COCO_train2014_000000153235.jpg,"A World War Bomber flying over a row of mountains ."
COCO_train2014_000000532181.jpg,"A man shining another mans black shoe on top of a box ."
COCO_train2014_000000532181.jpg,"A guy on the side of a street getting his shoes shined ."
COCO_train2014_000000532181.jpg,"A man receives a shoe shine on the street side ."
COCO_train2014_000000532181.jpg,"A person shining shoes on a box , in the road ."
COCO_train2014_000000532181.jpg,"a man shining another mans shoes on the street"
COCO_train2014_000000406709.jpg,"A walking your dog time notification sign next to a park"
COCO_train2014_000000406709.jpg,"A yellow dog on leash sign sits below the trees on a corner ."
COCO_train2014_000000406709.jpg,"Street sign telling dog owners to leash their pets from 6-8:30 am"
COCO_train2014_000000406709.jpg,"A dog walking sign stands in front of a tall tree ."
COCO_train2014_000000406709.jpg,"There is a sign displaying a person walking a dog ."
COCO_train2014_000000420524.jpg,"A person cutting into a pizza on a wooden platform ."
COCO_train2014_000000420524.jpg,"A pizza cutter is going through a small pizza ."
COCO_train2014_000000420524.jpg,"A person uses a pizza cutter to slice a small pizza"
COCO_train2014_000000420524.jpg,"someone rolls a pizza cutter over a small pizza"
COCO_train2014_000000420524.jpg,"This handmade pizza is being cut using a pizza wheel ."
COCO_train2014_000000403580.jpg,"A little kid holding up a slice of pizza in front of their eyes ."
COCO_train2014_000000403580.jpg,"A young child holding up a piece of pizza with holes in it as a mask ."
COCO_train2014_000000403580.jpg,"A young girl looks through the eye holes in a pizza ."
COCO_train2014_000000403580.jpg,"A small girl looking through holes in a half eaten slice of pizza ."
COCO_train2014_000000403580.jpg,"A girl looks through the holes in her slice of pizza"
COCO_train2014_000000300170.jpg,"A cat sitting on top of a wooden table ."
COCO_train2014_000000300170.jpg,"A cat sitting on a table drinking out of a coffee cup ."
COCO_train2014_000000300170.jpg,"A cat on a table drinking out of a cup ."
COCO_train2014_000000300170.jpg,"A cat on a table drinking out of a coffee cup ."
COCO_train2014_000000300170.jpg,"a cat standing on a wooden table in front of a coffee cup ."
COCO_train2014_000000528563.jpg,"A couple of people that are playing a video game ."
COCO_train2014_000000528563.jpg,"A woman sitting on a couch holding a video game controller ."
COCO_train2014_000000528563.jpg,"A woman with a tattoo playing the Wii ."
COCO_train2014_000000528563.jpg,"The two friends are playing a game on the Wii console ."
COCO_train2014_000000528563.jpg,"A girl and another person playing a video game ."
COCO_train2014_000000058524.jpg,"A husky dog is sitting in a black chair ."
COCO_train2014_000000058524.jpg,"A husky dog sitting on a partially eaten chair ."
COCO_train2014_000000058524.jpg,"A husky dog sitting on a chair near some tires"
COCO_train2014_000000058524.jpg,"A dog sitting on a ripped up chair next to a pile of tires ."
COCO_train2014_000000058524.jpg,"A dog sitting in a chair with the arm tore up ."
COCO_train2014_000000539395.jpg,"a train on a track near many trees"
COCO_train2014_000000539395.jpg,"A cargo train that is traveling down tracks ."
COCO_train2014_000000539395.jpg,"A blue train is driving on a track ."
COCO_train2014_000000539395.jpg,"Two train tracks , one of which with a front diagonal view of a train with cars or `` gondolas '' attached , outside with trees ."
COCO_train2014_000000539395.jpg,"A blue train traveling past a forest and a pond ."
COCO_train2014_000000489978.jpg,"a bathroom that has a sink and a mirror"
COCO_train2014_000000489978.jpg,"The bathroom features a blue and cream color scheme ."
COCO_train2014_000000489978.jpg,"A bathroom area with sink , two mirrors and a towel rack ."
COCO_train2014_000000489978.jpg,"A simple bathroom sink with a bottle of mouthwash beside it ."
COCO_train2014_000000489978.jpg,"a sink sitting in front of a bathroom mirror"
COCO_train2014_000000340060.jpg,"a man standing on a tennis court holding a rackett"
COCO_train2014_000000340060.jpg,"A professional tennis player prepared to receive a serve ."
COCO_train2014_000000340060.jpg,"a man in blue is holding a tennis racket"
COCO_train2014_000000340060.jpg,"The man in the blue shirt stands poised with his tennis racket ."
COCO_train2014_000000340060.jpg,"A tennis player on the court watching the ball ."
COCO_train2014_000000048870.jpg,"A pretty young woman holding a tennis racquet on a tennis court ."
COCO_train2014_000000048870.jpg,"A woman taking a swing at a tennis ball"
COCO_train2014_000000048870.jpg,"A girl waiting for the tennis ball to come back to her ."
COCO_train2014_000000048870.jpg,"A woman is playing a game of tennis ."
COCO_train2014_000000048870.jpg,"A tennis player pivots as she prepares to return a serve ."
COCO_train2014_000000361604.jpg,"A baby boy putting cucumber sliced on a pizza ."
COCO_train2014_000000361604.jpg,"A child has a piece of bread in his hand and is grabbing some cumbers from a plate ."
COCO_train2014_000000361604.jpg,"a small boy in a gray shirt is putting toppings on a pizza"
COCO_train2014_000000361604.jpg,"A young boy is putting toppings onto a pizza ."
COCO_train2014_000000361604.jpg,"A boy making a vegetable pizza on a table ."
COCO_train2014_000000516634.jpg,"A giraffe stands tall and looks out among some brush ."
COCO_train2014_000000516634.jpg,"A giraffe looking to its left in a field of grass ."
COCO_train2014_000000516634.jpg,"A giraffe stands with its head tall in the desert ."
COCO_train2014_000000516634.jpg,"A giraffe standing amongst barren trees and dead grass ."
COCO_train2014_000000516634.jpg,"a giraffe standing around some dry grass and branches"
COCO_train2014_000000103773.jpg,"A white toilet sitting next to a white bath tub ."
COCO_train2014_000000103773.jpg,"An open curtain in a small home bathroom"
COCO_train2014_000000103773.jpg,"A bathroom has a book on the back of the toilet ."
COCO_train2014_000000103773.jpg,"A bathroom with blue walls , tile floor , and a red rug ."
COCO_train2014_000000103773.jpg,"There is a toilet and a bathtub inside a bathroom ."
COCO_train2014_000000111604.jpg,"A bus stops and awaits passengers to enter it"
COCO_train2014_000000111604.jpg,"A city bus stopped at a bus stop on the street ."
COCO_train2014_000000111604.jpg,"A bus full of people are sitting at a bus stop ."
COCO_train2014_000000111604.jpg,"The bus is riding with someone 's bike on the front of it ."
COCO_train2014_000000111604.jpg,"A bus that can carry bicycles is stopped by a curb ."
COCO_train2014_000000091796.jpg,"a close up of an elephant near a body of water with trees in the background"
COCO_train2014_000000091796.jpg,"an elephant standing on a green field inside of a metal fence enclosure ."
COCO_train2014_000000091796.jpg,"an elephant walking over to some water by itself"
COCO_train2014_000000091796.jpg,"A large elephant walking towards a watering hole ."
COCO_train2014_000000091796.jpg,"A very large elephant in a field standing next to a pond"
COCO_train2014_000000441228.jpg,"A young child riding on top of a blue surfboard ."
COCO_train2014_000000441228.jpg,"A very young child laying on a surf board in the ocean ."
COCO_train2014_000000441228.jpg,"a little boy that is floating on a big surfboard"
COCO_train2014_000000441228.jpg,"The little girl is dwarfed by the size of her surfboard ."
COCO_train2014_000000441228.jpg,"The young boy is on the surfboard in the ocean ."
COCO_train2014_000000031081.jpg,"A group of people sitting around a table with soda and pizza ."
COCO_train2014_000000031081.jpg,"Four people are having pizza near many soda cans ."
COCO_train2014_000000031081.jpg,"Man with teenagers at outdoor setting enjoying food and drink ."
COCO_train2014_000000031081.jpg,"Four people sitting at a table with a large pizza and cans of soda ."
COCO_train2014_000000031081.jpg,"Several people are around a table eating a margarita pizza ."
COCO_train2014_000000040205.jpg,"A white plate topped with vegetables and meat ."
COCO_train2014_000000040205.jpg,"A creamy plate of food is on a white plate ."
COCO_train2014_000000040205.jpg,"A food entree is served on a plate ."
COCO_train2014_000000040205.jpg,"A dinner plate shows vegetables , mushrooms , and chicken in a light gravy ."
COCO_train2014_000000040205.jpg,"a plate filled with meat and veggies covered in a sauce"
COCO_train2014_000000260039.jpg,"The four women are playing a game using steering wheels ."
COCO_train2014_000000260039.jpg,"Four ladies sit in a room playing a video game ."
COCO_train2014_000000260039.jpg,"four women sitting down that have wii wheels"
COCO_train2014_000000260039.jpg,"A group of women playing a video game ."
COCO_train2014_000000260039.jpg,"four women are sitting and playing a video game"
COCO_train2014_000000519250.jpg,"A giraffe is walking in a paved enclosure ."
COCO_train2014_000000519250.jpg,"A giraffe is walking in a yard that is bordered by grass and a fence ."
COCO_train2014_000000519250.jpg,"A giraffe walking along a road next to a forest ."
COCO_train2014_000000519250.jpg,"A giraffe is walking on concrete by itself ."
COCO_train2014_000000519250.jpg,"A small giraffe walking around in an enclosure"
COCO_train2014_000000339529.jpg,"A trunk filled with blue , pink and grey luggage ."
COCO_train2014_000000339529.jpg,"Threes suitcases laying in the trunk of an Accord ."
COCO_train2014_000000339529.jpg,"suitcases piled on top of one another on a car floor ."
COCO_train2014_000000339529.jpg,"Four suitcases in the trunk of a Honda Accord ."
COCO_train2014_000000339529.jpg,"Peices of luggage in the trunk of a car ."
COCO_train2014_000000217376.jpg,"A man standing in a puddle of cement next to a clay field ."
COCO_train2014_000000217376.jpg,"A man laying a pipe in wet cement ."
COCO_train2014_000000217376.jpg,"two construction workers laying pipes in a cement ditch"
COCO_train2014_000000217376.jpg,"Two men are installing pipes in a trench ."
COCO_train2014_000000217376.jpg,"Workers pour concrete in a hole in a field ."
COCO_train2014_000000490318.jpg,"A couple of people walking a herd of sheep down a rural road ."
COCO_train2014_000000490318.jpg,"a man and a large heard of cows going down the street"
COCO_train2014_000000490318.jpg,"a man herding some cows down the road"
COCO_train2014_000000490318.jpg,"A man drives a group of cattle up a windy mountain street ."
COCO_train2014_000000490318.jpg,"A man who is herding a herd of cattle down a road ."
COCO_train2014_000000561119.jpg,"a sign that is on a big long pole"
COCO_train2014_000000561119.jpg,"A funny yellow sign saying `` Traffic School is Boring Slow Down '' ."
COCO_train2014_000000561119.jpg,"a yellow sign is hanging on a pole"
COCO_train2014_000000561119.jpg,"A blue and yellow sign reading `` traffic school is boring slow down . ''"
COCO_train2014_000000561119.jpg,"Funny road sign on post outside in residential area ."
COCO_train2014_000000149085.jpg,"A large blow up kite of multiple dogs"
COCO_train2014_000000149085.jpg,"an image of a kite with several dog balloons"
COCO_train2014_000000149085.jpg,"Brightly colored banners and large baloons shaped like dog are flown on a beach ."
COCO_train2014_000000149085.jpg,"A group of people standing next to sails flying kites ."
COCO_train2014_000000149085.jpg,"A dog kite with upright surf boards on a beach ."
COCO_train2014_000000034207.jpg,"A man riding a skateboard up the side of a ramp ."
COCO_train2014_000000034207.jpg,"a man failing at a skateboard trick at a skate park"
COCO_train2014_000000034207.jpg,"A skateboarder in mid air after a skateboard jump"
COCO_train2014_000000034207.jpg,"A young man flies in the air while performing a skateboard trick ."
COCO_train2014_000000034207.jpg,"A skater attempting tricks while wearing a helmet ."
COCO_train2014_000000211464.jpg,"A ram is shown in the inside of a fence ."
COCO_train2014_000000211464.jpg,"A fat white sheep in a fence in front of a large number of other sheep ."
COCO_train2014_000000211464.jpg,"A sheep stands against a gate holding hay"
COCO_train2014_000000211464.jpg,"Wooly goat stands near gate with others on the other side ."
COCO_train2014_000000211464.jpg,"A LARGE HERD OF RAMS CAGED UP IN CAGES ."
COCO_train2014_000000397349.jpg,"there is a man riding a motorcycle with a dead animal on the back"
COCO_train2014_000000397349.jpg,"a motorcycle rider in a black jacket carrying meat"
COCO_train2014_000000397349.jpg,"A person riding a bike down a road ."
COCO_train2014_000000397349.jpg,"A man riding a motor bike down a street with dead pig bodies on the back of it ."
COCO_train2014_000000397349.jpg,"The motorcyclist is carrying dead animals as he rides ."
COCO_train2014_000000306490.jpg,"a plate of food and an empty glass"
COCO_train2014_000000306490.jpg,"The food on the plate is beside a basket of bread ."
COCO_train2014_000000306490.jpg,"A breadbasket and glass of water on a table ."
COCO_train2014_000000306490.jpg,"A white plate topped with food next to a basket of bread ."
COCO_train2014_000000306490.jpg,"On the table there is two goblets of water , a basket of bread , and a plate with an omelet ."
COCO_train2014_000000242303.jpg,"Three Stop signs on a roadside near some buildings"
COCO_train2014_000000242303.jpg,"Four Stop signs do a good job to get the point across ."
COCO_train2014_000000242303.jpg,"some red stop signs are next to each other"
COCO_train2014_000000242303.jpg,"Three red stop signs sitting next to each other ."
COCO_train2014_000000242303.jpg,"Several stop signs that have been grouped together ."
COCO_train2014_000000446813.jpg,"A city street lined with buildings and street lights ."
COCO_train2014_000000446813.jpg,"Antique black and white photograph of a town 's main street"
COCO_train2014_000000446813.jpg,"This is an old black and white picture of an old town"
COCO_train2014_000000446813.jpg,"The road in the town intersection is covered with snow ."
COCO_train2014_000000446813.jpg,"a clock is on a white tower outside"
COCO_train2014_000000011677.jpg,"A greenhouse with various fruits and vegetables on tables ."
COCO_train2014_000000011677.jpg,"An assortment of green and blue vegetables on a table ."
COCO_train2014_000000011677.jpg,"A market outside with vegetables and other items ."
COCO_train2014_000000011677.jpg,"A fruit and vegetable market with a variety of foods on sale ."
COCO_train2014_000000011677.jpg,"A market with a variety of fruits including water melons , green and yellow bananas ."
COCO_train2014_000000270123.jpg,"a man riding skis across snow covered ground ."
COCO_train2014_000000270123.jpg,"A man in ski apparel skiing a snowy course ."
COCO_train2014_000000270123.jpg,"A man on skis on a snowy trail ."
COCO_train2014_000000270123.jpg,"a man who is skiing in the snow"
COCO_train2014_000000270123.jpg,"A lone skier in a competition moves through the snow ."
COCO_train2014_000000271595.jpg,"a cat laying on a couch next to a remote control"
